step,total_calls,failed_calls,ratio,avg_latency_ms,hint_source
627,739,0,0.0,0.0,expert
628,740,0,0.0,0.0,expert
629,741,0,0.0,0.0,expert
630,743,0,0.0,0.0,expert
631,744,0,0.0,0.0,expert
632,745,0,0.0,0.0,expert
633,746,0,0.0,0.0,expert
634,747,0,0.0,0.0,expert
635,748,0,0.0,0.0,expert
636,749,0,0.0,0.0,expert
637,750,0,0.0,0.0,expert
638,751,0,0.0,0.0,expert
639,752,0,0.0,0.0,expert
640,753,0,0.0,0.0,expert
641,754,0,0.0,0.0,expert
642,755,0,0.0,0.0,expert
643,756,0,0.0,0.0,expert
644,757,0,0.0,0.0,expert
645,758,0,0.0,0.0,expert
646,759,0,0.0,0.0,expert
647,760,0,0.0,0.0,expert
648,761,0,0.0,0.0,expert
649,762,0,0.0,0.0,expert
650,763,0,0.0,0.0,expert
651,764,0,0.0,0.0,expert
652,765,0,0.0,0.0,expert
653,766,0,0.0,0.0,expert
654,767,0,0.0,0.0,expert
655,768,0,0.0,0.0,expert
656,769,0,0.0,0.0,expert
657,770,0,0.0,0.0,expert
658,771,0,0.0,0.0,expert
659,772,0,0.0,0.0,expert
660,773,0,0.0,0.0,expert
661,774,0,0.0,0.0,expert
662,775,0,0.0,0.0,expert
663,776,0,0.0,0.0,expert
664,777,0,0.0,0.0,expert
665,778,0,0.0,0.0,expert
666,779,0,0.0,0.0,expert
667,780,0,0.0,0.0,expert
668,781,0,0.0,0.0,expert
669,782,0,0.0,0.0,expert
670,783,0,0.0,0.0,expert
671,784,0,0.0,0.0,expert
672,785,0,0.0,0.0,expert
673,786,0,0.0,0.0,expert
674,787,0,0.0,0.0,expert
675,788,0,0.0,0.0,expert
676,789,0,0.0,0.0,expert
677,790,0,0.0,0.0,expert
678,791,0,0.0,0.0,expert
679,792,0,0.0,0.0,expert
680,793,0,0.0,0.0,expert
681,794,0,0.0,0.0,expert
682,795,0,0.0,0.0,expert
683,796,0,0.0,0.0,expert
684,797,0,0.0,0.0,expert
685,798,0,0.0,0.0,expert
686,799,0,0.0,0.0,expert
687,800,0,0.0,0.0,expert
688,801,0,0.0,0.0,expert
689,802,0,0.0,0.0,expert
690,803,0,0.0,0.0,expert
691,804,0,0.0,0.0,expert
692,805,0,0.0,0.0,expert
693,806,0,0.0,0.0,expert
694,807,0,0.0,0.0,expert
695,808,0,0.0,0.0,expert
696,809,0,0.0,0.0,expert
697,810,0,0.0,0.0,expert
698,811,0,0.0,0.0,expert
699,812,0,0.0,0.0,expert
700,813,0,0.0,0.0,expert
701,814,0,0.0,0.0,expert
702,815,0,0.0,0.0,expert
703,816,0,0.0,0.0,expert
704,817,0,0.0,0.0,expert
705,818,0,0.0,0.0,expert
706,819,0,0.0,0.0,expert
707,820,0,0.0,0.0,expert
708,821,0,0.0,0.0,expert
709,822,0,0.0,0.0,expert
710,823,0,0.0,0.0,expert
711,824,0,0.0,0.0,expert
712,825,0,0.0,0.0,expert
713,826,0,0.0,0.0,expert
714,827,0,0.0,0.0,expert
715,828,0,0.0,0.0,expert
716,829,0,0.0,0.0,expert
717,830,0,0.0,0.0,expert
718,831,0,0.0,0.0,expert
719,832,0,0.0,0.0,expert
720,833,0,0.0,0.0,expert
721,834,0,0.0,0.0,expert
722,835,0,0.0,0.0,expert
723,836,0,0.0,0.0,expert
724,837,0,0.0,0.0,expert
725,838,0,0.0,0.0,expert
726,839,0,0.0,0.0,expert
727,840,0,0.0,0.0,expert
728,841,0,0.0,0.0,expert
729,842,0,0.0,0.0,expert
730,843,0,0.0,0.0,expert
731,844,0,0.0,0.0,expert
732,845,0,0.0,0.0,expert
733,846,0,0.0,0.0,expert
734,847,0,0.0,0.0,expert
735,848,0,0.0,0.0,expert
736,849,0,0.0,0.0,expert
737,850,0,0.0,0.0,expert
738,851,0,0.0,0.0,expert
739,852,0,0.0,0.0,expert
740,853,0,0.0,0.0,expert
741,854,0,0.0,0.0,expert
742,855,0,0.0,0.0,expert
743,856,0,0.0,0.0,expert
744,857,0,0.0,0.0,expert
745,858,0,0.0,0.0,expert
746,859,0,0.0,0.0,expert
747,860,0,0.0,0.0,expert
748,861,0,0.0,0.0,expert
749,862,0,0.0,0.0,expert
750,863,0,0.0,0.0,expert
751,864,0,0.0,0.0,expert
752,865,0,0.0,0.0,expert
753,866,0,0.0,0.0,expert
754,867,0,0.0,0.0,expert
755,868,0,0.0,0.0,expert
756,869,0,0.0,0.0,expert
757,870,0,0.0,0.0,expert
758,871,0,0.0,0.0,expert
759,872,0,0.0,0.0,expert
760,873,0,0.0,0.0,expert
761,874,0,0.0,0.0,expert
762,875,0,0.0,0.0,expert
763,876,0,0.0,0.0,expert
764,877,0,0.0,0.0,expert
765,878,0,0.0,0.0,expert
766,879,0,0.0,0.0,expert
767,880,0,0.0,0.0,expert
768,881,0,0.0,0.0,expert
769,882,0,0.0,0.0,expert
770,883,0,0.0,0.0,expert
771,884,0,0.0,0.0,expert
772,885,0,0.0,0.0,expert
773,886,0,0.0,0.0,expert
774,887,0,0.0,0.0,expert
775,888,0,0.0,0.0,expert
776,889,0,0.0,0.0,expert
777,890,0,0.0,0.0,expert
778,891,0,0.0,0.0,expert
779,892,0,0.0,0.0,expert
780,893,0,0.0,0.0,expert
781,894,0,0.0,0.0,expert
782,895,0,0.0,0.0,expert
783,896,0,0.0,0.0,expert
784,897,0,0.0,0.0,expert
785,898,0,0.0,0.0,expert
786,899,0,0.0,0.0,expert
787,900,0,0.0,0.0,expert
788,901,0,0.0,0.0,expert
789,902,0,0.0,0.0,expert
790,903,0,0.0,0.0,expert
791,904,0,0.0,0.0,expert
792,905,0,0.0,0.0,expert
793,906,0,0.0,0.0,expert
794,907,0,0.0,0.0,expert
795,908,0,0.0,0.0,expert
796,909,0,0.0,0.0,expert
797,910,0,0.0,0.0,expert
798,911,0,0.0,0.0,expert
799,912,0,0.0,0.0,expert
800,913,0,0.0,0.0,expert
801,914,0,0.0,0.0,expert
802,915,0,0.0,0.0,expert
803,916,0,0.0,0.0,expert
804,917,0,0.0,0.0,expert
805,918,0,0.0,0.0,expert
806,919,0,0.0,0.0,expert
807,920,0,0.0,0.0,expert
808,921,0,0.0,0.0,expert
809,922,0,0.0,0.0,expert
810,923,0,0.0,0.0,expert
811,924,0,0.0,0.0,expert
812,925,0,0.0,0.0,expert
813,926,0,0.0,0.0,expert
814,927,0,0.0,0.0,expert
815,928,0,0.0,0.0,expert
816,929,0,0.0,0.0,expert
817,930,0,0.0,0.0,expert
818,931,0,0.0,0.0,expert
819,932,0,0.0,0.0,expert
